7576.9,5871.6,6180.5,2358,2031.6,10226,4262.1,2785.1,4737.2,7567.9
4925.2,6749.2,4025.6,18394,1578.8,6175,6919.2,4487.9,9029.4,3182.5
5025.5,8106.1,5428.6,4017.3,3118.8,11485,3715.6,4321.9,3226.2,6131.5
10078,8846.5,7263.1,8790.2,3260.7,9264,3964.6,3065.7,4414.7,4345.1
12669,15943,13582,4231.6,5112.3,16174,3897.8,3305.8,5151.9,3762.4
12037,12926,13010,3607.2,9019.6,12551,3895,8255.3,4546,6725.1
15629,11884,13475,6146.7,3108.9,13821,9841.2,3673.3,4425.3,3181
9060.7,15568,7931,4011.2,6482.9,14914,3849,3559,3372.1,7333.4
8531.5,9934.7,7537.1,4110.2,5634,9898.8,4349.1,5229.4,4521.6,8296.7
7667.5,10409,7557.3,22497,3589.1,10408,21223,6053.4,6763.2,2642.1
10652,10635,9146.5,3161.5,5975.8,13966,3479.8,6983.2,3568.7,4761.7
10285,11385,9910.5,3807.8,4727.4,10015,2979.6,8819.7,3777.3,3475.1
8668.3,11436,11435,4034.7,6723.6,9981.3,4321.5,3720.1,5348.8,4012.9
8712.1,10705,7599.7,7349,8816.3,11960,7649.1,2776.9,2772.4,2739.2
10228,11043,9575.5,4454.9,3976.1,13294,5092.6,11212,3537.7,2435.5
9313.4,9527.4,8573.1,4392,5047.7,12672,4219.5,4009.4,3479.5,4676.9
7901.5,9573.6,9010.8,5494.8,4040.8,12869,6074,2984.6,4383.3,6454.9
7307.5,10735,7267.3,5822.2,7911.2,10432,3493.8,3884.9,3261.3,4007.4
10720,8716.4,8152,7370.3,1976,9506.1,8034.3,8088.2,8710.5,3001.6
7462,13148,10678,10803,4808.8,10267,10626,3831,4561.9,2995
11643,15727,8822.6,3247.1,6950.1,12758,3988.8,2730.1,4013.8,3065.9
8304.1,11337,7953.4,5000.7,6638.3,10413,4742.8,6011.7,3704.7,7749
4648.7,5890.9,3782.3,6210.1,2124.1,7130.6,4563.1,9477.7,5444.1,6352.3
8163.6,11406,8404.1,2963.5,6907.5,10894,2521.3,6550.1,2968.4,3848.7
11313,13146,10728,3773.9,6933.7,10789,2965.5,4579.3,4327.7,4898.7
7804,5833.5,5353.7,19730,1667.5,10055,10326,6485.5,11081,3322.2
11739,9157.1,12729,12261,2270.8,12784,23365,8146.9,9668.3,3315.2
5583.9,7495.2,6193.1,3507.5,2299.9,7468.1,4018.9,3336.1,3119.8,3714.2
12048,13559,10910,6982,5533.6,10922,4805.7,2876,5769.4,3176.7
12243,17175,11694,6036.8,9152.6,12612,7910.4,3866.2,3599.2,3748.2
6823.8,10738,6211.3,3949.2,7061.8,10548,3668.7,3601.9,3223,4081
7336.7,12536,8335.2,9088.7,7588,10245,5740.6,5285,4389,3237.8
3813.7,6176.8,2826.7,4.0464e+05,357.47,10389,1.3925e+05,2549.7,13327,2656.2
2386.8,1780.1,2391.3,6807.8,1459.6,3119.7,3832.7,2636.4,7704.5,2801.2
7979.9,7535.6,6282.3,2641.2,5338.8,11770,2822.5,4201.7,5272.9,2752.6
6673.3,4977.1,4270.7,7760.9,1320.9,6035.4,4132.2,4153.3,13724,2787
4835.5,2339.5,3435.9,10537,1308.9,5531.3,6083.4,2869.6,4009.5,3696.4
7136.6,4570.6,5071,4033.6,3007.9,7261.3,4457,3498.1,3199.1,3423.1
8011.4,13424,6961.8,3738.8,3438.4,5707.2,2589.2,2355.6,3122.3,8439.5
8141.9,7697,8540.8,6056.8,1286.8,7834.6,5400.5,2569.9,6724.2,3164
8024.1,12359,10055,4714.4,5493.5,10575,3848,4168.3,5956.8,5553.8
7640.8,6749,6065,4024.4,1893.4,11795,5960.6,7559.5,7131.5,3308.3
10301,8368.6,7954.1,5990.3,5023.6,11812,4781.8,7228.1,3058.9,5584.6
11617,16262,8737.9,7865.9,4580.9,11653,4696.3,2536.4,12770,5058.6
11925,13112,10084,4042.7,7942.7,10108,3841,5251.7,4334.9,3145.1
10693,15785,9062.6,4635.9,5764.1,12984,10243,3769.2,3773.2,3081
10550,10602,9828.1,3989.5,6079.2,11686,4944.3,3639.7,4481,4037.2
6551.7,6726.9,6779,3230.7,2839.6,6185.5,4335.3,4549.6,4504.2,3720.4
7052.7,8489.1,7352.5,8713.2,4569.9,11013,7860.3,2827.7,3680.9,4641.6
6624.6,9616.2,7561.2,4274.2,4798.7,7836.9,3694.5,5507.9,3270.9,5272.7
11204,10379,15779,4765.9,7168.1,12661,4226.8,4777.1,2630.2,6350.8
11053,12578,9276.5,6302.8,5515.9,12003,4984.5,2919.7,4596,7792.2
13979,7491.6,11527,4289.5,2127.2,9131,6526.6,6046.7,8206.2,2955.3
11823,13542,10478,13573,5594.3,10632,6413.8,4053.9,4104.6,3197.2
13660,14398,12194,6240.5,7641.1,12608,5179.3,5294.5,2791.7,5043.7
5395.4,3180.1,5670.7,1000,2175.2,1125.9,6442.2,5925.4,3820.4,2793.2
7263.7,11865,9865.1,5738,6090.6,11558,5466,2622.8,2805,4961.8
10351,10775,10568,5272.1,5078.8,10177,4021.5,2865.1,3958.4,2860.3
13031,10249,9046.6,7569.2,3929,12509,6273.2,2685.5,5229.7,6425.4
6978.4,5718.3,5870.3,10231,1954.2,9648.9,18984,2786.6,4794.1,2617.2
9894.9,7454.1,8261.8,3825.7,4316.2,11931,3788.1,14189,2804,3805.3
15699,18371,19382,7783.7,7774.9,14440,7297,12832,6944.9,4747.6
5791.2,3633.4,4594,5618.8,1445.9,7656.4,14842,12970,8257.3,3698.1
7843.5,4309.2,6508.9,8803.7,2682.2,8820,4102.9,2342.9,3409.2,3393.6
5833.1,7061.8,6126.8,2664.4,5892.8,8761.5,3144.3,2968.5,3396.9,9026.2
10415,12209,8693.5,5324.2,7846.8,11414,5015.7,6634.9,3397.1,5007.8
7331.6,7027.2,7322.4,3105.8,4747.3,12670,6133.3,4357.3,3806.9,6717.2
16481,13195,13851,2370.1,4889.7,17088,3317.3,2287.4,5175.8,6575.1
6470.2,13412,6623.8,3008.4,9250,8044.6,3678.2,2522.4,4032.9,3365.1
9945.1,10092,8720.2,3427.3,5277.8,12796,3851.5,5446.4,4130.5,4241.6
8422.6,8686.8,7868.8,5647.7,3903.7,8367.1,10167,4334.3,4489.8,3712
8151.6,8159.7,6172.3,2845.8,4072,12138,3227.3,5798.1,4839.6,5112.7
3730.2,6526.1,5085,5315.6,3270.8,5388.3,7740.4,3162.6,2801.5,4054.3
9935.8,9706,9937.5,4753.3,6609.7,10195,5954.5,3962.9,4976.8,3259.4
16687,9038.6,13028,4927.7,5326.7,14231,4077.8,4320.9,3014.9,3068.2
5971.6,7450.2,6176,8710.5,1789.3,8471.5,15191,9492.7,12854,2976.3
8270.9,6777.9,7306.6,10046,6944.3,9380.3,5835.2,2842.1,4022.3,3492.3
9018.4,12357,9789,3064.3,5241,10631,3134.5,2877.5,3307.9,4037.2
6284.2,2891.4,4373.7,3416,941.63,7978.8,2693.2,2795.8,2760.6,3447
4266.3,8342.6,4150.6,11849,4019.6,11427,8237.8,3795,4650,4323.1
12413,15011,9632.3,4331.4,7059.5,13282,4900,4734.9,4157.1,3933.2
6446.7,5770.8,5280.1,8155.2,2066.5,6601,9415.2,4358.7,3627.5,2662.8
6080,9103.3,6929.9,7676.3,3673,6462.1,5545.6,3465.6,4662.4,5181.2
6370.6,5048.3,4267.9,5744.7,3361.9,7945.8,3545,11451,3725,10215
6334.2,7004.3,4241.7,13263,1557.2,9714.8,6710.2,2779,20136,3355.2
10590,4482.9,8208.5,8162.9,2032.5,10916,5904.2,2398.2,6847,3957.5
10268,11248,9471.8,6491.9,8107.5,10467,8417.7,5072.7,3314.7,6383.3
11494,9397.7,8800.2,2915.9,4318.1,10318,4865.6,3469.3,3261.2,5332.6
9027.8,9766.7,11679,8490.8,2086.8,18642,14874,2739.4,10284,14581
11801,11273,8958.1,9412.4,8150.3,10579,4584.3,2339.2,3301.6,3559.6
5535.7,6044.6,7336.5,12114,2043.2,5822.3,5515.7,2584.8,4312,2383.7
3558,8176.7,4358.8,4020.6,2209.8,2318,5595.3,11156,4693.2,9403.8
12162,10507,11146,9362.8,4288.4,13717,5987.6,2773,2631.3,3964
9641.1,6033.8,5287.7,16222,3078,11646,18559,3561.8,3009.6,3720.4
14665,13544,14557,7417.6,4863.5,16676,4167.1,4214.8,3195.3,5049.8
5476,5858.5,6434.7,3617,3738.5,8107.8,4212.3,4876,5122,3746.9
15755,14840,11229,4572.9,7598.9,12811,5314.5,5501.3,2550.7,2950
9263.1,15078,8840.4,4824.5,8450.4,11845,4994.2,4603.1,3098.1,7093.4
8099.9,8670.9,5353.3,7255.7,3067,10517,6070.5,5976.7,4893.8,3558.6
5977.1,8979.2,4747.9,4961.5,3195.5,7200.6,3977,5485.3,4676.5,7018.4
14652,20839,13639,3389.6,9576.8,12109,4816.4,4754.9,3556.1,3004.1
10085,14734,13451,4607.2,3725.3,7389.2,7374.6,4930,6350.2,3185.2
9003,11299,9811.2,12695,5746.6,10358,7758.9,2564.1,2921.3,2623.3
8479.5,11757,11245,7418.9,7840.2,9171.1,5128.1,8206.3,3911,3716.2
10710,7553.6,10310,2986,3655.4,13908,4547,3494.6,2881.2,7336.3
7725.9,7669.1,7339.2,10932,2760.7,9196.7,5956.8,3587.3,5861.3,4520.6
10898,11270,12441,7012.1,4443,10839,4884.8,9210.7,3943,2667.1
9794.7,12198,10120,5916.6,6380.9,11288,5267.2,8695.1,5159,6026.3
11282,15722,13909,5843.3,6615.8,12900,3666.3,1934.7,4352.5,2754.9
4820.3,3131,4008.7,11616,1228.6,4127.3,13374,2946,3229.7,3222
8311.3,9656.7,7975.9,3930.8,5344,10399,3460.8,3869.9,4246,4188.7
